"Name";"Size";"ID";"Source";"Color"
"Astronesth";"M";NA;NA;NA
"Asuran Lockwatcher";"T";NA;NA;NA
"Athach";"H";NA;NA;NA
"Athena, Greek Avatar";"M";NA;NA;NA
"Athrazor, Lord of Cinder";"H";NA;NA;NA
"Atropal";"H";NA;NA;NA
"Attercroppe";"T";NA;NA;NA
"Augrek Brighthelm";"M";NA;NA;NA
"August Rooster";"M";NA;NA;NA
"Aurelia";"M";NA;NA;NA
"Auril (First Form)";"M";NA;NA;NA
"Auril (Second Form)";"L";NA;NA;NA
"Auril (Third Form)";"S";NA;NA;NA
"Aurochon";"L";NA;NA;NA
"Aurochs";"L";NA;NA;NA
"Aurora Horribilis";"L";NA;NA;NA
"Aurumvorax";"S";NA;NA;NA
"Aurumvorax (Golden Gorger)";"S";NA;NA;NA
"Aurumvorax Den Leader";"M";NA;NA;NA
"Aurumvorax, Elder";"M";NA;NA;NA
"Aurumvorax, Giant";"L";NA;NA;NA
"Auspicia Dran";"M";NA;NA;NA
"Autognome";"S";NA;NA;NA
"Automata Devil";"L";NA;NA;NA
"Autumn Eladrin";"M";NA;NA;NA
"Autumn Eladrin, Elder";"M";NA;NA;NA
"Autumn Eladrin, Young";"M";NA;NA;NA
"Avalanche Screamer";"L";NA;NA;NA
"Avarice";"M";"55e21d7e-e39c-74fc-5a47-c9014b12a7a1";"https://talespire.thunderstore.io/package/Kitetsu/Kitetsu_Icewind_Dale_NPC_Vol01/";"TRUE"
"Avatar of Boreas";"M";NA;NA;NA
"Avatar of Death";"M";NA;NA;NA
"Avatar of Shoth";"G";NA;NA;NA
"Avatar of Tiamat";"G";NA;NA;NA
"Avathu";"H";NA;NA;NA
"Aviere";"T";NA;NA;NA
"Avoral";"M";NA;NA;NA
"Avulzor";"L";NA;NA;NA
"Awakened Rat";"T";NA;NA;NA
"Awakened Shrub";"S";"734b60e8-be6c-1220-9c0b-52dd267bf43f";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Awakened Tree";"H";"1ad63320-c3c4-1b8c-fb7c-c20608cf1416";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Plants_Collection/";"TRUE"
"Awakened Vine";"M";NA;NA;NA
"Awakened White Moose";"L";NA;NA;NA
"Awakened Zurkhwood";"H";NA;NA;NA
"Axe Beak";"L";"ccd412cf-f0a3-f2d8-a8a7-f22e4ef708d0";"https://talespire.thunderstore.io/package/Trash_Panda/Trash_Pandas_Icewind_Dale_Asset_Pack/";"TRUE"
"Axe of Mirabar Soldier";"";NA;NA;NA
"Ayo Jabe (Tier 1)";"M";NA;NA;NA
"Ayo Jabe (Tier 2)";"M";NA;NA;NA
"Ayo Jabe (Tier 3)";"M";NA;NA;NA
"Azalar";"M";NA;NA;NA
"Azbara Jos";"M";"cc9d6c2c-485e-84cc-9c89-4348819ea3c0";"https://talespire.thunderstore.io/package/AzureYukiPoo/AzureYukiPoo_HoardoftheDragonQueen_Pack/";"TRUE"
"Azeban";"M";NA;NA;NA
"Azer";"M";"d40464e0-d4f0-9752-202f-0f2c600a7ccf";"https://talespire.thunderstore.io/package/isopropanol/MonsterA/";"FALSE"
"Azer Acolyte";"M";NA;NA;NA
"Azer Artisan";"M";NA;NA;NA
"Azer Berserker";"M";NA;NA;NA
"Azer Guard Captain";"M";NA;NA;NA
"Azer Lavashaper";"M";NA;NA;NA
"Azer Lord";"M";NA;NA;NA
"Azer Magma Shaman";"M";NA;NA;NA
"Azer Priest";"M";NA;NA;NA
"Azer Priest of the Flame";"M";NA;NA;NA
"Azer Prototype";"M";NA;NA;NA
"Azer Taskmaster";"M";NA;NA;NA
"Azer Zealot";"M";NA;NA;NA
"Azi Dahaka";"H";NA;NA;NA
"Azure Enchanter";"M";NA;NA;NA
"Azure Mind Sculptor";"M";NA;NA;NA
"Azza Gremlin";"S";NA;NA;NA
"B'rohg";"H";NA;NA;NA
"Ba-gudu-xiqi-laogui";"M";NA;NA;NA
"Ba-gudugui";"M";NA;NA;NA
"Ba-mei-gudu-laogui";"M";NA;NA;NA
"Ba-mei-gudu-xiqi-laogui";"M";NA;NA;NA
"Ba-mei-xiqi-laogui";"M";NA;NA;NA
"Ba-meigui";"M";NA;NA;NA
"Ba-xiqigui";"M";NA;NA;NA
"Baalzebul";"H";NA;NA;NA
"Baazrag";"L";NA;NA;NA
"Baazrag Breeder";"L";NA;NA;NA
"Baazrag Gnawer";"S";NA;NA;NA
"Baazrag Swarm";"M";NA;NA;NA
"Baba Lysaga";"M";"79f292e8-98bf-2a02-8e67-8fc888e25c38";"https://talespire.thunderstore.io/package/simsete/CoS_Named_NPC_Pack/";"TRUE"
"Baba Lysaga's Creeping Hut";"G";NA;NA;NA
"Baba Lysaga (Human Form)";"M";NA;NA;NA
"Baba Yaga";"M";NA;NA;NA
"Baba Yaga's Horsemen (Black Night)";"M";NA;NA;NA
"Baba Yaga's Horsemen (Bright Day)";"M";NA;NA;NA
"Baba Yaga's Horsemen (Red Sun)";"M";NA;NA;NA
"Babau";"M";NA;NA;NA
"Babirusa";"M";NA;NA;NA
"Baboon";"S";NA;NA;NA
"Badger";"T";"6b4bc354-d71c-8ef0-c025-6fe767666869";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Beasts_Collection/";"TRUE"
"Bael";"L";NA;NA;NA
"Baelnorn";"M";NA;NA;NA
"Baelzra";"L";NA;NA;NA
"Baernoloth";"L";NA;NA;NA
"Bag of Nails";"M";NA;NA;NA
"Bagiennik";"M";NA;NA;NA
"Bagman";"L";NA;NA;NA
"Bagui";"M";NA;NA;NA
"Baigujing";"M";NA;NA;NA
"Bak Mei";"M";NA;NA;NA
"Baku";"L";NA;NA;NA
"Bakunawa";"G";NA;NA;NA
"Balan";"L";NA;NA;NA
"Baldur, Norse Avatar";"M";NA;NA;NA
"Balespell Abomination";"M";NA;NA;NA
"Balewing";"H";NA;NA;NA
"Balhannoth";"L";"7871d53d-f236-e325-fd34-3d3b608e9c72";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Balhannoth, Elder";"H";"7871d53d-f236-e325-fd34-3d3b608e9c72";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Baliri Demon";"M";NA;NA;NA
"Balloon Spider";"M";NA;NA;NA
"Balor";"H";NA;NA;NA
"Balor Lord";"H";NA;NA;NA
"Band of Cultists";"L";NA;NA;NA
"Banderhobb";"L";NA;NA;NA
"Banderhobb Abductor";"L";NA;NA;NA
"Banderhobb Bogeyman";"L";NA;NA;NA
"Banderhobb Filch";"S";NA;NA;NA
"Banderhobb Mother";"H";NA;NA;NA
"Banderhobb Shadow Assassin";"L";NA;NA;NA
"Banderhobb Shadow Raider";"L";NA;NA;NA
"Bandit";"M";"2bdefc38-d6d3-cdd2-c972-b7a17419d732";"https://talespire.thunderstore.io/package/simsete/Bandit_Pack/";"TRUE"
"Bandit Captain";"M";"43b2c0c2-be45-c54c-7a08-f48a878085ce";"https://talespire.thunderstore.io/package/simsete/Bandit_Pack/";"TRUE"
"Bandit Instigator";"M";NA;NA;NA
"Bandit Lord";"M";NA;NA;NA
"Bane Bogy";"S";NA;NA;NA
"Banedead";"M";NA;NA;NA
"Baneguard Skeleton";"M";NA;NA;NA
"Banelar";"H";NA;NA;NA
"Banelar Naga";"L";NA;NA;NA
"Banelich";"M";NA;NA;NA
"Baneling";"S";NA;NA;NA
"Banffia";"T";NA;NA;NA
"Banisher";"M";NA;NA;NA
"Banneret";"M";NA;NA;NA
"Banshee";"M";"7005ff45-0277-ed0b-674d-77b498983ae7";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Banshee, Greater";"M";"7005ff45-0277-ed0b-674d-77b498983ae7";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Banshrae";"M";NA;NA;NA
"Baobhan Sith";"M";NA;NA;NA
"Baphomet";"H";NA;NA;NA
"Bar Brawl";"H";NA;NA;NA
"Barathrum";"L";NA;NA;NA
"Barbarian";"M";NA;NA;NA
"Barbarian Adventurer";"M";NA;NA;NA
"Barbarian Champion";"M";NA;NA;NA
"Barbarian Hero";"M";NA;NA;NA
"Barbarian Initiate";"M";NA;NA;NA
"Barbarian King";"M";NA;NA;NA
"Barbarian Leader";"M";NA;NA;NA
"Barbarian Legend";"M";NA;NA;NA
"Barbarian, Legendary";"M";NA;NA;NA
"Barbatos";"M";NA;NA;NA
"Barbed Devil";"M";NA;NA;NA
"Barbed Devil (Hamatula)";"M";NA;NA;NA
"Barbed Devil Captain";"M";NA;NA;NA
"Barbed Devil, enhanced";"M";NA;NA;NA
"Bard";"M";NA;NA;NA
"Bard Adventurer";"M";NA;NA;NA
"Bard Hero";"M";NA;NA;NA
"Bard Initiate";"M";NA;NA;NA
"Bard Legend";"M";NA;NA;NA
"Bard, Legendary";"M";NA;NA;NA
"Bargda";"H";NA;NA;NA
"Barghest";"L";NA;NA;NA
"Barghest Whelp";"M";NA;NA;NA
"Bariaur";"L";NA;NA;NA
"Bariaur Hunter";"L";NA;NA;NA
"Bariaur Priest of Ehlonna";"L";NA;NA;NA
"Bariaur Shaman";"L";NA;NA;NA
"Barlgura";"L";NA;NA;NA
"Barlgura Abductor";"L";NA;NA;NA
"Barlgura Pack Lord";"H";NA;NA;NA
"Barnibus Blastwind";"M";NA;NA;NA
"Barometz";"L";NA;NA;NA
"Baron Dennell Ir'Tollan";"M";NA;NA;NA
"Baroness Faela Ir'Tollan";"M";NA;NA;NA
"Barong";"L";NA;NA;NA
"Barovian Witch";"M";"f46f404a-299a-a37d-788d-17384d51be26";"https://talespire.thunderstore.io/package/simsete/CoS_Monster_Pack/";"TRUE"
"Barrow Hag";"M";NA;NA;NA
"Barrow Hag, Elder";"M";NA;NA;NA
"Basilisk";"M";"807bacd7-d4ca-8f20-7098-a16543c8a751";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Basilisk, Greater";"L";"807bacd7-d4ca-8f20-7098-a16543c8a751";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Medium_Monsters/";"TRUE"
"Bast, Egyptian Avatar";"M";NA;NA;NA
"Bastet Temple Cat";"S";NA;NA;NA
"Bastian Thermandar";"M";NA;NA;NA
"Bastion";"M";NA;NA;NA
"Bat";"T";"62fe21da-003b-4e3b-9b29-a690036b4ea2";"";"TRUE"
"Bat Devil (Piterin)";"M";NA;NA;NA
"Bat King";"S";NA;NA;NA
"Bathael, the Exiled Lord";"H";NA;NA;NA
"Bathhouse Drake";"M";NA;NA;NA
"Battle Horror";"L";NA;NA;NA
"Battle Mage";"M";NA;NA;NA
"Battle Smith";"M";NA;NA;NA
"Battleforce Angel";"M";NA;NA;NA
"Battlehammer Dwarf";"M";NA;NA;NA
"Bavlorna Blightstraw";"M";NA;NA;NA
"Bear King";"M";NA;NA;NA
"Bear Totem Barbarian";"M";NA;NA;NA
"Bearded Devil";"M";NA;NA;NA
"Bearded Devil (Barbazu)";"M";NA;NA;NA
"Bearded Devil Enforcer";"M";NA;NA;NA
"Bearer of False Burdens";"M";NA;NA;NA
"Bearfolk";"M";NA;NA;NA
"Bearfolk Chieftain";"M";NA;NA;NA
"Bearing Golem";"M";NA;NA;NA
"Bearmit Crab";"L";NA;NA;NA
"Beast Master";"M";NA;NA;NA
"Beast of Ill Omen";"L";NA;NA;NA
"Beast of the Air";"S";NA;NA;NA
"Beast of the Earth";"M";NA;NA;NA
"Beast of the Land";"M";NA;NA;NA
"Beast of the Sea";"M";NA;NA;NA
"Beast of the Sky";"S";NA;NA;NA
"Beastmaster";"M";NA;NA;NA
"Bebilith";"H";NA;NA;NA
"Befouled Weird";"M";NA;NA;NA
"Beggar Ghoul";"M";NA;NA;NA
"Behemot, Terror of the Hearth";"G";NA;NA;NA
"Behemoth";"G";NA;NA;NA
"Behir";"H";"9ef3994d-bba5-78aa-82b5-48033a42da05";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Beholder";"L";NA;NA;NA
"Beholder Eye of Flame";"L";NA;NA;NA
"Beholder Zombie";"L";NA;NA;NA
"Beholder, Eye of the Deep";"L";NA;NA;NA
"Behtu";"S";NA;NA;NA
"Bel";"L";NA;NA;NA
"Belak the Outcast";"M";NA;NA;NA
"Belashyrra";"M";NA;NA;NA
"Belberith (Red Stalker)";"H";NA;NA;NA
"Beldora";"M";NA;NA;NA
"Beldrake, Balan's hunter";"M";NA;NA;NA
"Beledros Witherbloom";"G";NA;NA;NA
"Belenus, Celtic Avatar";"M";NA;NA;NA
"Belgoi";"M";NA;NA;NA
"Belgoi Caller";"M";NA;NA;NA
"Belgoi Craven";"M";NA;NA;NA
"Belgoi Hunter";"M";NA;NA;NA
"Belgoi Manhunter";"M";NA;NA;NA
"Beli";"S";NA;NA;NA
"Belial";"L";NA;NA;NA
"Belphegor, Hell's Inventor";"H";NA;NA;NA
"Bepis Honeymaker";"S";NA;NA;NA
"Berbalang";"M";"9bf2214d-4eaf-ae2c-09e2-bf3a22e6d25d";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Berbalang Lore Master";"M";NA;NA;NA
"Berchta";"M";NA;NA;NA
"Bereginyas";"T";NA;NA;NA
"Berserker";"M";"ac18bd33-d99c-d6dc-8d6b-c1f735c8a195";"https://talespire.thunderstore.io/package/simsete/simsetes_Monster_Manual_Minis_Pack/";"TRUE"
"Berserker Wasp";"M";NA;NA;NA
"Berstuc";"L";NA;NA;NA
"Bestial Spirit";"S";NA;NA;NA
"Beucephalus";"";NA;NA;NA
"Bewailer";"M";NA;NA;NA
"Bezzan Warrior";"S";NA;NA;NA
"Bezzan Wasp Herder";"S";NA;NA;NA
"Bezzan Worker";"S";NA;NA;NA
"Bhaal, Ravager";"H";NA;NA;NA
"Bhaal, Slayer";"M";NA;NA;NA
"Bhasylit";"T";NA;NA;NA
"Bheur Hag";"M";"46cfd43b-e415-921a-4788-33a1bee583a9";"https://talespire.thunderstore.io/package/simsete/Jerbardos_Monsters/";"TRUE"
"Bheur Hag, Elder";"M";"46cfd43b-e415-921a-4788-33a1bee583a9";"https://talespire.thunderstore.io/package/simsete/Jerbardos_Monsters/";"TRUE"
"Biclops";"H";NA;NA;NA
"Big Gorgemaw";"M";NA;NA;NA
"Big Green Eye";"L";NA;NA;NA
"Big Water Slurpent";"L";NA;NA;NA
"Big Xorn";"L";NA;NA;NA
"Bilby";"T";NA;NA;NA
"Billy Beaver";"L";NA;NA;NA
"Bilwis";"M";NA;NA;NA
"Biomancer";"M";NA;NA;NA
"Birdsquirrel";"T";NA;NA;NA
"Bitter";"M";NA;NA;NA
"Bitter Tree";"H";NA;NA;NA
"Bjornhild Solvigsdottir";"M";NA;NA;NA
"Black Abishai";"M";NA;NA;NA
"Black Bear";"M";NA;NA;NA
"Black Crier";"M";NA;NA;NA
"Black Dracolisk";"L";NA;NA;NA
"Black Dragon Wyrmling";"M";NA;NA;NA
"Black Dragon, Adult";"H";"4ebc95a3-eebc-5b9a-21f3-516bcb66fe0b";"https://talespire.thunderstore.io/package/Kitetsu/Kitetsu_Dragons_vol01/";"TRUE"
"Black Dragon, Ancient";"G";"4ebc95a3-eebc-5b9a-21f3-516bcb66fe0b";"https://talespire.thunderstore.io/package/Kitetsu/Kitetsu_Dragons_vol01/";"TRUE"
"Black Dragon, Wyrmling";"M";"4ebc95a3-eebc-5b9a-21f3-516bcb66fe0b";"https://talespire.thunderstore.io/package/Kitetsu/Kitetsu_Dragons_vol01/";"TRUE"
"Black Dragon, Young";"L";"4ebc95a3-eebc-5b9a-21f3-516bcb66fe0b";"https://talespire.thunderstore.io/package/Kitetsu/Kitetsu_Dragons_vol01/";"TRUE"
"Black Earth Guard";"M";NA;NA;NA
"Black Earth Priest";"M";NA;NA;NA
"Black Gauntlet of Bane";"M";NA;NA;NA
"Black Greatwyrm";"G";NA;NA;NA
"Black Guard Drake";"M";NA;NA;NA
"Black Hag";"M";NA;NA;NA
"Black Hag, Elder";"M";NA;NA;NA
"Black Knight Commander";"M";NA;NA;NA
"Black Prior";"M";NA;NA;NA
"Black Pudding";"L";"e0451b02-361c-4875-b8a8-b041df49d97e";"";"TRUE"
"Black Root";"L";NA;NA;NA
"Black Slaad";"L";NA;NA;NA
"Black Sun Orc";"M";NA;NA;NA
"Black Sun Priestess";"M";NA;NA;NA
"Black Viper";"M";"d552ede7-ff48-ee3a-e9ff-6e862cba9557";"https://talespire.thunderstore.io/package/Gonsplitters/Gonsplitters_Waterdeep_Dragon_Heist/";"TRUE"
"Blackguard";"M";NA;NA;NA
"Blackguard, Legendary";"M";NA;NA;NA
"Blackroot Treant";"H";NA;NA;NA
"Blackscale Bruiser";"L";NA;NA;NA
"Blackscale Lizardfolk";"L";NA;NA;NA
"Blackspawn Crawler";"L";NA;NA;NA
"Blackspawn Stalker";"L";NA;NA;NA
"Blackthraw";"S";NA;NA;NA
"Blade";"M";NA;NA;NA
"Blade Beast";"L";NA;NA;NA
"Blade Demon";"M";"305acafb-b330-42d6-90be-0eda26e606a9";"";"TRUE"
"Blade Hood";"L";NA;NA;NA
"Blade Juggler";"M";NA;NA;NA
"Bladeling";"M";NA;NA;NA
"Bladesinger";"M";NA;NA;NA
"Blagothkus";"H";NA;NA;NA
"Bleakheart";"M";NA;NA;NA
"Blemmyes";"L";"8b1bd9c6-ac13-d4a5-1116-de381750a000";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Blight Druid";"M";NA;NA;NA
"Blight Swarm";"M";NA;NA;NA
"Blight Wolf";"L";NA;NA;NA
"Blighted Bloodfire";"H";NA;NA;NA
"Blindheim";"M";NA;NA;NA
"Blink Dog";"M";NA;NA;NA
"Blink Dog Mistleaper";"M";NA;NA;NA
"Blistercoil Weird";"M";NA;NA;NA
"Blizzard Dragon Wyrmling";"M";NA;NA;NA
"Bloated Ghoul";"M";NA;NA;NA
"Bloated Zombie";"M";NA;NA;NA
"Blood-Toll Harpy";"M";NA;NA;NA
"Blood Demon";"M";NA;NA;NA
"Blood Drinker Vampire";"M";NA;NA;NA
"Blood Elemental";"L";NA;NA;NA
"Blood Fiend";"M";NA;NA;NA
"Blood Giant";"H";NA;NA;NA
"Blood Hag";"M";NA;NA;NA
"Blood Hawk";"S";NA;NA;NA
"Blood Hunter";"M";NA;NA;NA
"Blood Imp";"T";NA;NA;NA
"Blood Mage";"M";NA;NA;NA
"Blood Mage (Midgard Version)";"M";NA;NA;NA
"Blood Maiden";"M";NA;NA;NA
"Blood Mephit";"S";NA;NA;NA
"Blood Moth";"M";NA;NA;NA
"Blood Ooze";"L";NA;NA;NA
"Blood Orchid";"L";NA;NA;NA
"Blood Orchid Grand Savant";"H";NA;NA;NA
"Blood Orchid Savant";"L";NA;NA;NA
"Blood Pudding";"M";NA;NA;NA
"Blood Raven";"T";NA;NA;NA
"Blood Reaper";"L";NA;NA;NA
"Blood Sea Jellyfish";"L";NA;NA;NA
"Blood Sea Mutant Octopus";"M";NA;NA;NA
"Blood Sea Mutant Reef Shark";"L";NA;NA;NA
"Blood Witch";"M";NA;NA;NA
"Blood Zombie";"M";NA;NA;NA
"Bloodbag Imp";"T";NA;NA;NA
"Bloodfire Ooze";"H";NA;NA;NA
"Bloodfray Giant";"H";NA;NA;NA
"Bloodhulk Crusher";"H";NA;NA;NA
"Bloodhulk Fighter";"M";NA;NA;NA
"Bloodhulk Giant";"L";NA;NA;NA
"Bloodman";"M";NA;NA;NA
"Bloodmare";"L";NA;NA;NA
"Bloodrager (Vampire)";"M";NA;NA;NA
"Bloodsapper";"M";NA;NA;NA
"Bloodstone Sentinel";"L";NA;NA;NA
"Bloodsuckle";"L";NA;NA;NA
"Bloody Bones";"M";NA;NA;NA
"Bloom Hydra";"M";NA;NA;NA
"Blue Abishai";"M";NA;NA;NA
"Blue Arcanian";"M";NA;NA;NA
"Blue Dracolisk";"L";NA;NA;NA
"Blue Dragon Wyrmling";"M";NA;NA;NA
"Blue Dragon, Adult";"H";NA;NA;NA
"Blue Dragon, Ancient";"G";NA;NA;NA
"Blue Dragon, Wyrmling";"M";NA;NA;NA
"Blue Dragon, Young";"L";NA;NA;NA
"Blue Elf";"M";NA;NA;NA
"Blue Greatwyrm";"G";NA;NA;NA
"Blue Grung";"S";NA;NA;NA
"Blue Guard Drake";"M";NA;NA;NA
"Blue Slaad";"L";NA;NA;NA
"Blue Whale";"G";NA;NA;NA
"Bluespawn Ambusher";"M";NA;NA;NA
"Bluespawn Stormlizard";"L";NA;NA;NA
"Blumue Huanra";"M";NA;NA;NA
"Boalisk";"L";NA;NA;NA
"Boar";"M";"5a03d546-df4a-4a7a-a3a0-82e91d5a2f67";"";"TRUE"
"Boatman";"L";NA;NA;NA
"Bodak";"M";"2fefab45-46ba-a402-f4c4-acd18e6bdb40";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Bodak Devotee of Orcus";"M";NA;NA;NA
"Bodak Mind Killer";"M";NA;NA;NA
"Bodak Ravager";"L";NA;NA;NA
"Bodhi Irenicus";"M";NA;NA;NA
"Bodyguard";"M";NA;NA;NA
"Bodyguard, Elite";"M";NA;NA;NA
"Bodytaker Plant";"H";NA;NA;NA
"Bog Mummy";"M";NA;NA;NA
"Bog Worm";"H";NA;NA;NA
"Boggle";"T";NA;NA;NA
"Boggle Body Snatcher";"T";NA;NA;NA
"Boggle Chase Trickster";"T";NA;NA;NA
"Boggle Sight Thief";"T";NA;NA;NA
"Boggle Trickster";"S";NA;NA;NA
"Boggoul";"S";NA;NA;NA
"Bogmangler";"M";NA;NA;NA
"Bol'bara";"S";NA;NA;NA
"Boloti";"T";NA;NA;NA
"Bone Cobbler";"M";NA;NA;NA
"Bone Collective";"S";NA;NA;NA
"Bone Colossus";"G";NA;NA;NA
"Bone Crab";"S";NA;NA;NA
"Bone Devil";"L";NA;NA;NA
"Bone Devil (Osyluth)";"L";NA;NA;NA
"Bone Devil Arch-Magus";"L";NA;NA;NA
"Bone Devil High Magus";"L";NA;NA;NA
"Bone Devil Magus";"L";NA;NA;NA
"Bone Devil Taskmaster";"L";NA;NA;NA
"Bone Devil, enhanced";"L";NA;NA;NA
"Bone Ghast";"M";NA;NA;NA
"Bone Giant";"H";NA;NA;NA
"Bone Golem";"M";NA;NA;NA
"Bone Horror";"H";NA;NA;NA
"Bone Knight";"M";NA;NA;NA
"Bone Lord";"L";NA;NA;NA
"Bone Naga";"L";NA;NA;NA
"Bone Naga (Guardian)";"L";NA;NA;NA
"Bone Naga (Spirit)";"L";NA;NA;NA
"Bone Swarm";"L";NA;NA;NA
"Bone Whelk";"L";NA;NA;NA
"Boneclaw";"L";"1bd218e2-4a25-eacb-c980-7c3bdaa5c712";"https://talespire.thunderstore.io/package/isopropanol/MonsterB/";"FALSE"
"Boneclaw Night Terror";"L";NA;NA;NA
"Bonedreg Biped";"L";NA;NA;NA
"Bonedreg Quadruped";"M";NA;NA;NA
"Bonedreg, Biped";"L";NA;NA;NA
"Bonedreg, Quadruped";"M";NA;NA;NA
"Bonedrinker";"V";NA;NA;NA
"Boneless";"M";NA;NA;NA
"Bonepowder Ghoul";"S";NA;NA;NA
"Boneshard Wraith";"M";NA;NA;NA
"Bonesinger";"M";NA;NA;NA
"Bonespitter";"G";NA;NA;NA
"Bonespur";"L";NA;NA;NA
"Bonesucker";"L";NA;NA;NA
"Boneworm";"T";NA;NA;NA
"Bonfire King";"L";NA;NA;NA
"Bookkeeper";"T";NA;NA;NA
"Boom Slime";"M";NA;NA;NA
"Boomer";"M";NA;NA;NA
"Boontu Monkey";"M";NA;NA;NA
"Boot Grabber";"S";NA;NA;NA
"Borborygmos";"H";NA;NA;NA
"Bore Worm";"G";NA;NA;NA
"Boreal Dragon Wyrmling";"M";NA;NA;NA
"Boreas' Chosen";"M";NA;NA;NA
"Borgeg";"H";NA;NA;NA
"Borivik Windheim";"M";NA;NA;NA
"Borsin (Ape Centaur)";"L";NA;NA;NA
"Botchling";"S";NA;NA;NA
"Bouda";"M";NA;NA;NA
"Bound Colossus";"G";NA;NA;NA
"Bounty Hunter";"M";NA;NA;NA
"Bounty Hunter Mage";"M";NA;NA;NA
"Bounty Hunter, Elite";"M";NA;NA;NA
"Brachavyrm";"L";NA;NA;NA
"Brachiosaurus";"G";NA;NA;NA
"Brachiosaurus Zombie";"G";NA;NA;NA
"Brachyura Shambler";"M";NA;NA;NA
"Brackish Trudge";"L";NA;NA;NA
"Braelen Hatherhand";"";NA;NA;NA
"Bragi, Norse Avatar";"M";NA;NA;NA
"Brahma Lutier";"M";NA;NA;NA
"Brahman, Indian Avatar";"M";NA;NA;NA
"Brain Golem";"L";NA;NA;NA
"Brain Hood";"T";NA;NA;NA
"Brain in a Jar";"S";NA;NA;NA
"Bramble Blight";"M";NA;NA;NA
"Branch Blight";"L";NA;NA;NA
"Brass Dragon Wyrmling";"M";NA;NA;NA
"Brass Dragon, Adult";"H";NA;NA;NA
"Brass Dragon, Ancient";"G";NA;NA;NA
"Brass Dragon, Wyrmling";"M";NA;NA;NA
"Brass Dragon, Young";"L";NA;NA;NA
"Brass Greatwyrm";"G";NA;NA;NA
"Brass Man";"L";NA;NA;NA
"Brass Spider";"L";NA;NA;NA
"Brawler";"M";NA;NA;NA
"Brawler of Tavern (Dwarf)";"M";NA;NA;NA
"Brawler of Tavern (Human)";"M";NA;NA;NA
"Braxat";"L";NA;NA;NA
"Braxat Juvenile";"L";NA;NA;NA
"Braxat Lord";"H";NA;NA;NA
"Braxat Raider";"L";NA;NA;NA
"Breed Leech";"T";NA;NA;NA
"Briar Witch Dryad";"M";NA;NA;NA
"Briarvex";"L";NA;NA;NA
"Bridesmaid of Zuggtmoy";"M";NA;NA;NA
"Brigantia, Celtic Avatar";"M";NA;NA;NA
"Brigganock";"T";NA;NA;NA
"Bright Naga";"L";NA;NA;NA
"Brihaspati, Indian Avatar";"M";NA;NA;NA
"Brimstone Locusthound";"M";NA;NA;NA
"Brine Sea Serpent";"H";NA;NA;NA
"Bristled Moorbounder";"L";NA;NA;NA
"Brohg";"L";NA;NA;NA
"Brohg Hurler";"H";NA;NA;NA
"Brohg Renegade";"H";NA;NA;NA
"Brohg Renegade (version 2)";"L";NA;NA;NA
"Brohg Warrior";"H";NA;NA;NA
"Broken King Antigonos";"L";NA;NA;NA
"Brontosaurus";"G";NA;NA;NA
"Brontosaurus Zombie";"G";NA;NA;NA
"Brontotherium (Pleistocene Animal)";"H";NA;NA;NA
"Bronze Dragon Wyrmling";"M";NA;NA;NA
"Bronze Dragon, Adult";"H";NA;NA;NA
"Bronze Dragon, Ancient";"G";NA;NA;NA
"Bronze Dragon, Wyrmling";"M";NA;NA;NA
"Bronze Dragon, Young";"M";NA;NA;NA
"Bronze Golem";"L";NA;NA;NA
"Bronze Greatwyrm";"G";NA;NA;NA
"Bronze Sable";"M";NA;NA;NA
"Bronze Scout";"M";NA;NA;NA
"Bronzefume";"";NA;NA;NA
"Brood Butcher";"H";NA;NA;NA
"Brood Monitor";"H";NA;NA;NA
"Broodiken";"T";NA;NA;NA
"Broodmother of Leng";"H";NA;NA;NA
"Broom of Animated Attack";"S";NA;NA;NA
"Brother Ox";"H";NA;NA;NA
"Brown Bear";"L";NA;NA;NA
"Brown Dragon Wyrmling";"M";NA;NA;NA
"Brown Mold";"M";NA;NA;NA
"Brown Scavver";"L";NA;NA;NA
"Brume";"L";NA;NA;NA
"Brumesoul (Vampire)";"M";NA;NA;NA
"Brute";"M";NA;NA;NA
"Bruxa";"M";NA;NA;NA
"Bryn Lightfingers";"S";NA;NA;NA
"Bubble Slime";"S";NA;NA;NA
"Bucca";"T";NA;NA;NA
